time,r4i1p1f1,r8i1p1f1,r7i1p1f1,r9i1p1f1,r3i1p1f1,r5i1p1f1,r6i1p1f1,r1i1p1f1,r2i1p1f1
1989-03-16 12:00:00,0.12799549,0.112097114,0.13319421,0.14375816,0.11332095,0.118461184,0.11773945,0.13488804,0.120762564
1989-04-16 00:00:00,0.12594642,0.12035331,0.12484784,0.11511378,0.118986,0.128023,0.11967903,0.119228795,0.11887758
1989-05-16 12:00:00,0.112313405,0.109464146,0.10180975,0.09396546,0.10052337,0.10784691,0.10354198,0.107233174,0.112722814
1989-06-16 00:00:00,0.09061719,0.09491779,0.09535475,0.10817934,0.10188073,0.0854859,0.09714007,0.104297884,0.10364661
1989-07-16 12:00:00,0.09773223,0.097068176,0.08944191,0.09555418,0.09404599,0.09562882,0.108959116,0.09440432,0.097424716
1989-08-16 12:00:00,0.0972673,0.0844116,0.1004085,0.10690503,0.10532558,0.112931535,0.1087743,0.09381776,0.1171419
1989-09-16 00:00:00,0.107403815,0.1154051,0.11661205,0.10099564,0.13207844,0.12957978,0.12119521,0.12504123,0.117931485
1989-10-16 12:00:00,0.14693801,0.13425358,0.1434079,0.13295472,0.1272451,0.13369824,0.14352292,0.14201953,0.14998412
1989-11-16 00:00:00,0.142713,0.13165975,0.13735494,0.15568882,0.14389598,0.16104613,0.143391,0.13435367,0.14249872
1989-12-16 12:00:00,0.13922107,0.1248585,0.13330106,0.16061957,0.14465712,0.12839803,0.1395708,0.15035807,0.14436983
1990-01-16 12:00:00,0.14487956,0.13359277,0.12499713,0.14469998,0.15870646,0.13666166,0.14944793,0.14338621,0.15396911
1990-02-15 00:00:00,0.14339681,0.1474055,0.1284804,0.13386543,0.12836958,0.12723102,0.12599324,0.13647197,0.15182884
1990-03-16 12:00:00,0.13279064,0.11914487,0.121598594,0.12149681,0.12908125,0.13083479,0.12334204,0.12644501,0.1312923
1990-04-16 00:00:00,0.11223211,0.114240006,0.12644263,0.1159159,0.13413568,0.11483372,0.120042115,0.12213648,0.12282298
1990-05-16 12:00:00,0.11433527,0.096414424,0.10138523,0.11271465,0.111035354,0.096278295,0.10776406,0.10692316,0.10094684
1990-06-16 00:00:00,0.093582466,0.10641555,0.100082085,0.10932512,0.095968015,0.09201414,0.08482102,0.09817331,0.09793539
1990-07-16 12:00:00,0.10211498,0.13296603,0.09636357,0.09516668,0.1005365,0.110436276,0.092532456,0.094960734,0.10610045
1990-08-16 12:00:00,0.10790652,0.109096095,0.10911824,0.12162124,0.109496266,0.103599854,0.11359398,0.10583648,0.10925824
1990-09-16 00:00:00,0.12443351,0.1121357,0.12321382,0.119221605,0.118771374,0.109833546,0.103958525,0.109486416,0.12277197
1990-10-16 12:00:00,0.13794911,0.13898365,0.13477214,0.13722885,0.1360819,0.14119996,0.14268303,0.14420569,0.13281207
1990-11-16 00:00:00,0.14333162,0.14606448,0.13792934,0.13889666,0.13871984,0.13930361,0.13292794,0.13663574,0.15055779
1990-12-16 12:00:00,0.13970281,0.13350141,0.13198765,0.15175799,0.13407771,0.15326133,0.14989772,0.13277002,0.15941554
1991-01-16 12:00:00,0.13021684,0.13983694,0.14559922,0.14908649,0.1405669,0.14519228,0.12401524,0.16453215,0.1527945
1991-02-15 00:00:00,0.13589887,0.1425103,0.1271544,0.12872957,0.12819014,0.13154224,0.12783265,0.14704534,0.13108884
1991-03-16 12:00:00,0.11273286,0.12164946,0.12550688,0.14898318,0.14333868,0.13458332,0.13018025,0.1356086,0.13498317
1991-04-16 00:00:00,0.13008143,0.12256536,0.1231853,0.11140379,0.13636184,0.12105013,0.12803254,0.122154854,0.11181401
1991-05-16 12:00:00,0.11636801,0.106422335,0.10148225,0.112088054,0.102680825,0.10200644,0.103722475,0.09759619,0.11183825
1991-06-16 00:00:00,0.10185355,0.09691078,0.09868688,0.09725265,0.09440104,0.09478643,0.09370614,0.09741951,0.09280005
1991-07-16 12:00:00,0.10768368,0.09579761,0.10612791,0.10466,0.0971703,0.09886477,0.09403791,0.10259473,0.09924561
1991-08-16 12:00:00,0.104098916,0.1057662,0.11201665,0.12436659,0.12547807,0.116674654,0.106950074,0.094382115,0.10741493
1991-09-16 00:00:00,0.12544303,0.107727386,0.10080369,0.1165793,0.1126843,0.11458536,0.12536365,0.11994429,0.11610339
1991-10-16 12:00:00,0.1478002,0.13702632,0.14765562,0.14819254,0.14645064,0.12143763,0.14500232,0.14818512,0.13987324
1991-11-16 00:00:00,0.1413895,0.14980121,0.14658885,0.1321192,0.14918885,0.14954105,0.15604495,0.15375628,0.14932321
1991-12-16 12:00:00,0.14086498,0.14622518,0.14848141,0.15914536,0.14000049,0.15221603,0.1512233,0.1509109,0.1615574
1992-01-16 12:00:00,0.13160573,0.14779058,0.15003444,0.1447421,0.13545431,0.13409477,0.14235573,0.15762629,0.14124134
1992-02-15 12:00:00,0.12996139,0.1408116,0.14463614,0.15021084,0.1456407,0.14572565,0.16270643,0.13571511,0.13243118
1992-03-16 12:00:00,0.13080078,0.13175736,0.1377482,0.12747742,0.13923529,0.14151813,0.13991553,0.12446153,0.12655938
1992-04-16 00:00:00,0.11914858,0.12710619,0.119083606,0.11591166,0.1226767,0.10932951,0.12276842,0.116246775,0.11696341
1992-05-16 12:00:00,0.10503172,0.10269586,0.10820401,0.110579714,0.09995899,0.115195654,0.10465995,0.101082526,0.112321064
1992-06-16 00:00:00,0.09437386,0.09504422,0.10319005,0.09416297,0.091742225,0.092464946,0.09323839,0.086636655,0.09860804
1992-07-16 12:00:00,0.09685544,0.0998506,0.09686327,0.089846104,0.10029651,0.10142275,0.11124781,0.09904935,0.100173205
1992-08-16 12:00:00,0.108787335,0.114595585,0.103961185,0.11759725,0.10535208,0.09939212,0.11062846,0.10443388,0.11826087
1992-09-16 00:00:00,0.103795655,0.11244309,0.12951973,0.12458435,0.10374611,0.11346556,0.11126305,0.10953409,0.12278036
1992-10-16 12:00:00,0.14486499,0.13316852,0.1365223,0.13722366,0.1437894,0.133048,0.1442367,0.14493622,0.13069543
1992-11-16 00:00:00,0.1388652,0.14887263,0.1270094,0.14484225,0.1450552,0.12985706,0.14442825,0.14784941,0.14762656
1992-12-16 12:00:00,0.15164264,0.13768244,0.13711591,0.13039728,0.15537508,0.13998301,0.14104864,0.13770661,0.15103027
1993-01-16 12:00:00,0.1396433,0.13010906,0.1321638,0.14036559,0.14003184,0.1337659,0.12299426,0.13852228,0.14388639
1993-02-15 00:00:00,0.12597115,0.13729893,0.12847663,0.12415289,0.14485228,0.13863891,0.13364589,0.14949736,0.14797862
1993-03-16 12:00:00,0.13864987,0.12110563,0.11705668,0.117900506,0.125109,0.11909029,0.13802013,0.13285792,0.12971099
1993-04-16 00:00:00,0.11462034,0.11404617,0.113628365,0.12878639,0.11569246,0.11798452,0.11902118,0.120018296,0.12316871
1993-05-16 12:00:00,0.10078353,0.10020158,0.09311913,0.114809655,0.1191543,0.10352229,0.10390665,0.103411265,0.10399495
1993-06-16 00:00:00,0.10720716,0.10000741,0.089967586,0.1135346,0.104402386,0.11242175,0.08656722,0.10510768,0.100559585
1993-07-16 12:00:00,0.092401914,0.096409984,0.10788999,0.09177753,0.1211729,0.097076334,0.0995423,0.10247887,0.11309208
1993-08-16 12:00:00,0.108233295,0.12683703,0.12321832,0.10677192,0.098334946,0.10222948,0.10463203,0.09135491,0.09216065
1993-09-16 00:00:00,0.112326555,0.10903429,0.118006796,0.12372895,0.11260007,0.11284324,0.12566702,0.123889074,0.11944799
1993-10-16 12:00:00,0.13587008,0.14537801,0.13958183,0.14307168,0.1367296,0.14351958,0.1344297,0.12534,0.14461522
1993-11-16 00:00:00,0.14544204,0.15771697,0.14319873,0.1279341,0.1589229,0.14179568,0.15258211,0.15059248,0.14220658
1993-12-16 12:00:00,0.1620513,0.14445454,0.13957302,0.13710624,0.1404438,0.14427198,0.14601283,0.15239383,0.17642282
1994-01-16 12:00:00,0.12675089,0.13987906,0.13837689,0.1309487,0.13766836,0.15668654,0.13225275,0.13364194,0.15289614
1994-02-15 00:00:00,0.1507003,0.13365154,0.12656482,0.11648591,0.12086187,0.13832434,0.12581778,0.13327418,0.13316895
1994-03-16 12:00:00,0.124068014,0.123923965,0.13606186,0.12037011,0.13942589,0.13260816,0.11387126,0.10580325,0.13110718
1994-04-16 00:00:00,0.12523146,0.10894018,0.12064562,0.12242335,0.11549287,0.10718932,0.10518548,0.11649324,0.11757948
1994-05-16 12:00:00,0.11005395,0.102167435,0.100591876,0.10071034,0.104492,0.106472544,0.096336804,0.10277844,0.1022087
1994-06-16 00:00:00,0.102745615,0.08504774,0.09488986,0.098559454,0.090607174,0.08677293,0.097177856,0.09060509,0.09243484
1994-07-16 12:00:00,0.09435315,0.09934724,0.09952314,0.09976204,0.09859858,0.099808894,0.097656794,0.09101519,0.10077755
1994-08-16 12:00:00,0.10505579,0.10674508,0.11069473,0.10367143,0.12404192,0.09928143,0.0980067,0.10073612,0.10548661
1994-09-16 00:00:00,0.12459404,0.124406114,0.11628585,0.120500475,0.11064453,0.098699905,0.12192589,0.114894964,0.116644144
1994-10-16 12:00:00,0.12701742,0.13806936,0.13529629,0.13767543,0.14788873,0.138576,0.13096848,0.1326445,0.13216102
1994-11-16 00:00:00,0.15517834,0.1434156,0.16143268,0.14323185,0.15012719,0.14044607,0.15148899,0.13788655,0.13215512
1994-12-16 12:00:00,0.15458022,0.15001878,0.14067481,0.13571835,0.15769896,0.14900859,0.124163084,0.14418556,0.14119731
1995-01-16 12:00:00,0.1475394,0.14322624,0.14733629,0.13941379,0.14042696,0.1449006,0.1284969,0.14247753,0.13639745
1995-02-15 00:00:00,0.13094069,0.13942541,0.13781609,0.12976134,0.14420219,0.1260627,0.12684752,0.13096203,0.13975129
1995-03-16 12:00:00,0.12931627,0.12683085,0.1444197,0.14506118,0.14158174,0.13314219,0.12582895,0.13400136,0.12977621
1995-04-16 00:00:00,0.12166559,0.10733298,0.11060538,0.11455681,0.12702456,0.13347863,0.121882044,0.114646636,0.111621164
1995-05-16 12:00:00,0.10602274,0.10652207,0.099076405,0.09759259,0.10387773,0.11921841,0.10549127,0.095014,0.10659681
1995-06-16 00:00:00,0.09696383,0.09517666,0.09872451,0.09542317,0.0926481,0.091701314,0.09909639,0.09416528,0.102853544
1995-07-16 12:00:00,0.10689576,0.10819931,0.10425538,0.09483604,0.09687854,0.1036293,0.101448186,0.101235576,0.09757524
1995-08-16 12:00:00,0.105473824,0.096039,0.1013424,0.10702772,0.11569557,0.099950135,0.110431954,0.105684765,0.11800839
1995-09-16 00:00:00,0.115045466,0.13307175,0.11475415,0.12247859,0.13815264,0.11272767,0.11561874,0.12687597,0.112472035
